1000 -73.409448
2000 -173.990636
3000 -193.543667
4000 -191.618201
5000 -184.330925
6000 -222.338092
7000 -276.792184
8000 -287.959352
9000 -307.604634
10000 -263.564816
11000 -254.608174
12000 -298.180468
13000 -247.212227
14000 -254.581028
15000 -221.466505
16000 -279.748508
17000 -280.739627
18000 -290.828748
19000 -274.110694
20000 -275.101525
21000 -274.355856
22000 -293.766418
23000 -309.207050
24000 -223.372123
25000 -307.683710
26000 -285.199177
27000 -274.612345
28000 -250.801018
29000 -236.625731
30000 -252.745655
31000 -282.931966
32000 -299.544507
33000 -311.696063
34000 -337.573069
35000 -339.990723
36000 -345.543215
37000 -326.020147
38000 -307.266916
39000 -332.087121
40000 -336.274927
41000 -327.210681
42000 -325.182086
43000 -329.619253
44000 -308.139551
45000 -306.337608
46000 -277.592537
47000 -271.416539
48000 -323.565638
49000 -302.656307
50000 -282.682677
51000 -279.575948
52000 -323.072379
53000 -291.412817
54000 -292.220741
55000 -267.319178
56000 -289.732683
57000 -300.053871
58000 -277.020271
59000 -248.737463
60000 -298.506594
