1000 -37.4456488924412 -35.963799585031275 
2000 -89.60054822646062 -84.39008810139273 
3000 -101.85267547981357 -91.69099116918404 
4000 -98.48555824148167 -93.13264313406742 
5000 -103.50228889331771 -80.8286363896583 
6000 -113.25338406258484 -109.0847084283845 
7000 -141.11974407106024 -135.67244017345593 
8000 -121.85959341836202 -166.0997589693691 
9000 -143.07514279941958 -164.52949122507673 
10000 -131.6473303395028 -131.91748562515767 
11000 -122.0100265656549 -132.5981479083684 
12000 -151.92389307070366 -146.25657496530638 
13000 -126.17222150110887 -121.04000533547924 
14000 -113.87968171192549 -140.70134589392586 
15000 -103.94820998293481 -117.51829530504116 
16000 -110.86561221121775 -168.8828954767537 
17000 -127.80316359183765 -152.9364633429034 
18000 -134.8394685603011 -155.98927985384267 
19000 -129.33048888988532 -144.78020503948298 
20000 -141.64840183229435 -133.45312362136326 
21000 -136.02975993358723 -138.3260964501329 
22000 -146.1048710165129 -147.66154703738619 
23000 -144.1267215933872 -165.08032860018255 
24000 -69.61840746616899 -153.7537158366044 
25000 -160.91884013781674 -146.7648697362277 
26000 -150.01237689242032 -135.18679965499982 
27000 -158.19249148252683 -116.41985325938886 
28000 -142.73951071506377 -108.06150755008663 
29000 -146.8010943862735 -89.82463646502805 
30000 -146.5947166018309 -106.15093886541474 
31000 -172.1982349418456 -110.73373072870832 
32000 -162.01515820563637 -137.52934905199578 
33000 -153.06313318969885 -158.63292983870227 
34000 -182.45249550805423 -155.12057359108266 
35000 -177.3414244867093 -162.6492988918994 
36000 -171.0543713755625 -174.48884382170553 
37000 -157.71546174162293 -168.3046848140896 
38000 -160.86805076444523 -146.39886514352645 
39000 -157.74229329870124 -174.34482794130363 
40000 -169.17253692119186 -167.1023904212558 
41000 -162.65385889336798 -164.55682237142756 
42000 -158.6668167040236 -166.51526932871678 
43000 -173.21041046786294 -156.40884226253445 
44000 -151.0063808739132 -157.1331705950725 
45000 -151.90592086562816 -154.43168751453962 
46000 -135.58866800254248 -142.0038693596702 
47000 -116.0387306653689 -155.37780870937027 
48000 -158.01324047289253 -165.55239762139934 
49000 -138.80519139701218 -163.85111596629943 
50000 -120.79524777568591 -161.8874292257634 
51000 -121.63925228236924 -157.93669547800422 
52000 -153.6444661532422 -169.4279126163288 
53000 -149.8920186916358 -141.52079825625174 
54000 -132.6468274542765 -159.57391350045557 
55000 -111.17835011097414 -156.14082759997453 
56000 -134.3957330655835 -155.33695039977232 
57000 -142.10322351451146 -157.95064711718604 
58000 -137.32075963497837 -139.6995117023591 
59000 -126.16407050784122 -122.57339230717614 
60000 -151.43081774051186 -147.07577585090897 
