1000 -37.92392517500618 -37.92392517500618 
2000 -29.20315472860911 -29.20315472860911 
3000 -13.371110215556008 -13.371110215556008 
4000 -11.8735398698039 -11.8735398698039 
5000 -10.330868000374558 -10.330868000374558 
6000 -8.178481242876517 -8.178481242876517 
7000 -7.518790091731758 -7.518790091731758 
8000 -7.4939537917403545 -7.4939537917403545 
9000 -7.626439548791072 -7.626439548791072 
10000 -7.317169220986625 -7.317169220986625 
11000 -7.117956915972734 -7.117956915972734 
12000 -7.388980381772775 -7.388980381772775 
13000 -7.589483258817208 -7.589483258817208 
14000 -7.048981568226132 -7.048981568226132 
15000 -7.401016069000312 -7.401016069000312 
16000 -7.443199171333315 -7.443199171333315 
17000 -7.3310089756554095 -7.3310089756554095 
18000 -7.397420332391279 -7.397420332391279 
19000 -7.141634001115375 -7.141634001115375 
20000 -7.187502682606764 -7.187502682606764 
21000 -6.9017964246952435 -6.9017964246952435 
22000 -7.239972504918367 -7.239972504918367 
23000 -7.243269755776157 -7.243269755776157 
24000 -7.034530851632073 -7.034530851632073 
25000 -7.189769257484693 -7.189769257484693 
26000 -7.127627089470707 -7.127627089470707 
27000 -7.508379704698549 -7.508379704698549 
28000 -7.474281458503611 -7.474281458503611 
29000 -7.198621715814729 -7.198621715814729 
30000 -7.302796969899766 -7.302796969899766 
31000 -8.037757557540385 -8.037757557540385 
32000 -7.4639514832017175 -7.4639514832017175 
33000 -7.581141352709769 -7.581141352709769 
34000 -7.613255315895504 -7.613255315895504 
35000 -8.202285851515374 -8.202285851515374 
36000 -8.484122681652048 -8.484122681652048 
37000 -8.582556126313387 -8.582556126313387 
38000 -8.729163852964502 -8.729163852964502 
39000 -9.274067635310272 -9.274067635310272 
40000 -9.575548474218945 -9.575548474218945 
41000 -9.085663295498842 -9.085663295498842 
42000 -8.985509570206363 -8.985509570206363 
43000 -8.696689102844966 -8.696689102844966 
44000 -8.227959577567587 -8.227959577567587 
45000 -8.619160862857719 -8.619160862857719 
46000 -8.119872834555009 -8.119872834555009 
47000 -8.33981188924334 -8.33981188924334 
48000 -8.402459104673914 -8.402459104673914 
49000 -8.684738121556508 -8.684738121556508 
50000 -8.267652257178543 -8.267652257178543 
51000 -9.9911275902784 -9.9911275902784 
52000 -8.88336959902073 -8.88336959902073 
53000 -8.45911051182802 -8.45911051182802 
54000 -8.351977932426612 -8.351977932426612 
55000 -8.79321624447271 -8.79321624447271 
56000 -7.999721022320011 -7.999721022320011 
57000 -7.997707658922294 -7.997707658922294 
58000 -7.608773125300738 -7.608773125300738 
59000 -8.310855314617742 -8.310855314617742 
60000 -8.17394926232692 -8.17394926232692 
