1000 -5.464238
2000 3.180120
3000 7.894874
4000 10.746434
5000 29.830632
6000 65.166604
7000 55.726660
8000 25.813728
9000 8.836319
10000 8.766412
11000 10.461340
12000 11.825029
13000 14.743451
14000 15.646067
15000 12.323349
16000 9.701694
17000 10.161265
18000 13.062579
19000 11.109753
20000 12.406899
21000 10.700468
22000 9.663801
23000 7.674019
24000 10.841228
25000 10.106941
26000 8.345833
27000 7.892677
28000 9.589630
29000 9.460291
30000 8.838583
31000 10.236073
32000 11.154175
33000 13.890353
34000 16.129118
35000 15.818170
36000 14.663167
37000 16.189227
38000 20.380276
39000 24.493180
40000 20.185069
41000 17.732801
42000 23.287397
43000 27.599398
44000 25.335972
45000 23.877795
46000 24.336641
47000 22.578794
48000 20.237722
49000 19.259105
50000 20.357169
51000 21.853127
52000 23.321235
53000 28.185872
54000 25.285640
55000 25.041860
56000 24.259671
57000 21.037376
58000 22.455657
59000 25.837795
60000 23.457651
