1000 -24.446512656344957 0.7901470785532334 0.7901470785532334 
2000 -14.26148117937277 0.9878486753263783 0.9878486753263783 
3000 -7.325308663890777 0.01863808903101051 0.01863808903101051 
4000 -23.083341205950273 -0.265559502375108 -0.265559502375108 
5000 -21.01735760680601 -0.25903528024761935 -0.25903528024761935 
6000 -18.01654558275845 0.32755878834324836 0.32755878834324836 
7000 -17.270686693389894 0.29761579571180846 0.29761579571180846 
8000 -16.860454358808685 -0.07861510821490278 -0.07861510821490278 
9000 -17.029532260801474 -0.109184617234159 -0.109184617234159 
10000 -16.991419348811114 -0.20265547947393525 -0.20265547947393525 
11000 -16.884907295894568 -0.022482237578614502 -0.022482237578614502 
12000 -16.852814127241768 0.1458878373355625 0.1458878373355625 
13000 -16.7079378068856 -0.17913865767444384 -0.17913865767444384 
14000 -16.79938747541415 -0.12919461760293888 -0.12919461760293888 
15000 -16.69484042372168 -0.3500165474706783 -0.3500165474706783 
16000 -16.83384002365335 0.022142875167958834 0.022142875167958834 
17000 -16.710133996747786 -0.1750582308396699 -0.1750582308396699 
18000 -16.845183086424385 0.14986548230041516 0.14986548230041516 
19000 -16.62861202866983 -0.09240034322418471 -0.09240034322418471 
20000 -16.754672503395796 -0.02456017218729603 -0.02456017218729603 
21000 -16.753992338750525 0.026784734233970067 0.026784734233970067 
22000 -17.040031397813596 0.05711295812928588 0.05711295812928588 
23000 -16.95053531165806 -0.04402472727067294 -0.04402472727067294 
24000 -16.729118816215212 -0.15514254801135144 -0.15514254801135144 
25000 -16.829871046535555 -0.14739986455702075 -0.14739986455702075 
26000 -16.653286974760082 -0.04876245530604642 -0.04876245530604642 
27000 -16.635440135683243 -0.0670006962968667 -0.0670006962968667 
28000 -16.50528491318874 -0.15659854989304534 -0.15659854989304534 
29000 -16.787929747750145 0.1333759274814544 0.1333759274814544 
30000 -16.600669061513656 0.06427953627374135 0.06427953627374135 
31000 -16.68532595683286 -0.16012746398934988 -0.16012746398934988 
32000 -16.61005799155611 -0.043475770852457636 -0.043475770852457636 
33000 -17.00857101221659 0.27557650027149544 0.27557650027149544 
34000 -16.496681686708257 0.0283063683734536 0.0283063683734536 
35000 -16.728191910776456 -0.017795509078939332 -0.017795509078939332 
36000 -16.51354574851861 -0.19432060236406384 -0.19432060236406384 
37000 -16.53530251207843 -0.41552955819282716 -0.41552955819282716 
38000 -16.83100404246471 -0.030705965626650886 -0.030705965626650886 
39000 -16.611727774000975 -0.2502450979279053 -0.2502450979279053 
40000 -16.761843538965483 0.16722943077112784 0.16722943077112784 
41000 -16.58808586556957 -0.17483038871549458 -0.17483038871549458 
42000 -16.46345422396886 -0.189213867199419 -0.189213867199419 
43000 -16.775055880894264 0.2795476820070436 0.2795476820070436 
44000 -16.79032464536145 0.06269395687644458 0.06269395687644458 
45000 -16.75381996411937 0.06209134356314439 0.06209134356314439 
46000 -16.6817544894468 0.07074176240327457 0.07074176240327457 
47000 -16.56598512297989 -0.13805674854502423 -0.13805674854502423 
48000 -16.685523641339834 0.1921580779440511 0.1921580779440511 
49000 -16.703717708160458 -0.08495712508944536 -0.08495712508944536 
50000 -16.65641691557164 0.06404490656132361 0.06404490656132361 
51000 -16.739015882059 0.029246272654288568 0.029246272654288568 
52000 -16.75171749619839 0.16265211056217033 0.16265211056217033 
53000 -16.710868959734487 -0.025730393388775596 -0.025730393388775596 
54000 -16.586568709060767 -0.12790795158826235 -0.12790795158826235 
55000 -16.832974338541568 0.24306599455837766 0.24306599455837766 
56000 -16.47676981240341 -0.34324480167215937 -0.34324480167215937 
57000 -16.798636683148064 0.19525130485930378 0.19525130485930378 
58000 -16.84497378491239 0.020575679022732343 0.020575679022732343 
59000 -16.548085426551893 -0.16313733211894962 -0.16313733211894962 
60000 -16.735026523230854 0.22987204776330508 0.22987204776330508 
