1000 -223.513545
2000 -247.454076
3000 -191.444403
4000 -182.295559
5000 -176.255316
6000 -171.803223
7000 -169.221614
8000 -167.355912
9000 -165.332979
10000 -163.440897
11000 -160.930472
12000 -160.428744
13000 -159.113754
14000 -156.990443
15000 -156.191559
16000 -156.404702
17000 -156.026750
18000 -155.428915
19000 -154.098026
20000 -153.238349
21000 -153.057538
22000 -151.848752
23000 -151.920704
24000 -151.798377
25000 -152.904061
26000 -151.103104
27000 -151.209927
28000 -151.831383
29000 -151.165571
30000 -150.590734
31000 -149.468942
32000 -150.172665
33000 -150.468776
34000 -149.307988
35000 -149.658220
36000 -148.615121
37000 -146.592048
38000 -146.724586
39000 -145.781662
40000 -145.006184
41000 -144.630060
42000 -145.675939
43000 -144.752503
44000 -144.438001
45000 -143.409367
46000 -143.539234
47000 -143.258362
48000 -141.830882
49000 -140.840434
50000 -139.991648
51000 -140.672818
52000 -140.533502
53000 -139.921702
54000 -138.727456
55000 -138.866849
56000 -137.669546
57000 -137.909941
58000 -136.957220
59000 -137.693834
60000 -136.722307
