1000 -74.46884820158542 -74.52684820158542 -74.51784820158542 
2000 -82.43969206328751 -82.4986920632875 -82.51569206328752 
3000 -63.598134317374246 -64.11713431737424 -63.72913431737423 
4000 -60.90151952028017 -61.13951952028017 -60.25451952028017 
5000 -58.80743859933071 -58.97443859933071 -58.473438599330706 
6000 -57.37374094169977 -57.36474094169977 -57.06474094169977 
7000 -56.434538136417544 -56.40253813641754 -56.38453813641754 
8000 -55.80663735375802 -55.74263735375802 -55.80663735375802 
9000 -55.12099305454291 -55.03199305454291 -55.17999305454291 
10000 -54.496965753121856 -54.417965753121855 -54.52596575312185 
11000 -53.54149053025471 -53.68249053025471 -53.706490530254726 
12000 -53.357581279133605 -53.528581279133604 -53.54258127913361 
13000 -52.97891796492048 -53.067917964920476 -53.06691796492048 
14000 -52.20381449716432 -52.36381449716433 -52.422814497164325 
15000 -51.994853158219925 -52.02285315821993 -52.17385315821993 
16000 -52.01323405550103 -52.08523405550103 -52.30623405550103 
17000 -51.894583392735264 -52.028583392735264 -52.10358339273527 
18000 -51.75397173894297 -51.75497173894297 -51.91997173894296 
19000 -51.35700866562966 -51.288008665629654 -51.45300866562965 
20000 -50.974116290173384 -51.019116290173386 -51.245116290173385 
21000 -50.95984585417415 -50.90084585417415 -51.19684585417415 
22000 -50.531917433760434 -50.62091743376043 -50.695917433760435 
23000 -50.557901174727235 -50.58090117472724 -50.78190117472724 
24000 -50.56712562045242 -50.55212562045242 -50.679125620452425 
25000 -50.907353749458125 -50.925353749458125 -51.071353749458126 
26000 -50.30436785413222 -50.30136785413222 -50.497367854132214 
27000 -50.33397573620353 -50.40497573620353 -50.47097573620353 
28000 -50.568127687180024 -50.549127687180025 -50.714127687180024 
29000 -50.334523576092515 -50.33652357609251 -50.49452357609251 
30000 -50.07924463566426 -50.17724463566426 -50.33424463566426 
31000 -49.67364729515946 -49.83164729515946 -49.96364729515946 
32000 -49.948221698213096 -50.12022169821309 -50.104221698213095 
33000 -50.07392522445033 -50.19892522445033 -50.19592522445033 
34000 -49.629662665161185 -49.80366266516119 -49.87466266516119 
35000 -49.87874004096397 -49.785740040963965 -49.993740040963964 
36000 -49.49737373879423 -49.53737373879423 -49.58037373879423 
37000 -48.66268255268752 -48.995682552687526 -48.93368255268752 
38000 -48.839861902484884 -48.88586190248489 -48.99886190248489 
39000 -48.366887417769235 -48.677887417769234 -48.73688741776923 
40000 -48.22172786879666 -48.39572786879666 -48.388727868796664 
41000 -47.93835318312429 -48.309353183124294 -48.382353183124295 
42000 -48.364979773771616 -48.593979773771615 -48.71697977377161 
43000 -48.04683438633625 -48.26983438633626 -48.43583438633625 
44000 -47.96800024385347 -48.17200024385347 -48.298000243853465 
45000 -47.58812229700859 -47.87612229700858 -47.94512229700858 
46000 -47.648078108123414 -47.923078108123406 -47.96807810812341 
47000 -47.55078717774837 -47.87978717774837 -47.82778717774837 
48000 -47.10829401413734 -47.382294014137344 -47.34029401413734 
49000 -46.82414450530345 -46.91714450530345 -47.09914450530344 
50000 -46.54421609866441 -46.66721609866441 -46.78021609866441 
51000 -46.739606113915556 -46.855606113915556 -47.07760611391556 
52000 -46.79016727564659 -46.801167275646584 -46.94216727564658 
53000 -46.639900670105895 -46.542900670105894 -46.7389006701059 
54000 -46.172485433049864 -46.22948543304987 -46.325485433049856 
55000 -46.32261626318849 -46.1226162631885 -46.4216162631885 
56000 -45.888182009043 -45.822182009043 -45.959182009043 
57000 -45.935313570153916 -45.951313570153914 -46.02331357015392 
58000 -45.62140651116564 -45.613406511165635 -45.72240651116564 
59000 -45.857277899809695 -45.7772778998097 -46.0592778998097 
60000 -45.5487688478451 -45.4427688478451 -45.7307688478451 
