1000 -71.122758
2000 -60.489016
3000 -30.876177
4000 -28.928355
5000 -29.488388
6000 -28.002325
7000 -30.923011
8000 -29.681655
9000 -29.221403
10000 -29.927742
11000 -30.368009
12000 -29.135946
13000 -29.923872
14000 -31.001349
15000 -29.986195
16000 -28.673454
17000 -29.928399
18000 -30.585106
19000 -30.830578
20000 -30.321622
21000 -29.345365
22000 -29.160281
23000 -30.704546
24000 -29.172348
25000 -30.077879
26000 -29.444545
27000 -29.166272
28000 -29.918009
29000 -30.262128
30000 -30.024235
31000 -29.434325
32000 -29.647873
33000 -30.811094
34000 -28.844813
35000 -30.520164
36000 -29.878283
37000 -31.131715
38000 -28.134890
39000 -29.527713
40000 -29.904365
41000 -30.575975
42000 -30.308249
43000 -27.720749
44000 -29.886244
45000 -29.715991
46000 -28.899276
47000 -30.447907
48000 -29.007805
49000 -29.641276
50000 -31.093394
51000 -30.368858
52000 -28.463909
53000 -29.838124
54000 -30.374632
55000 -29.230591
56000 -29.483234
57000 -29.653166
58000 -29.644268
59000 -30.991437
60000 -29.080974
