1000 -18.378063
2000 -2.481706
3000 11.723963
4000 14.946896
5000 18.045760
6000 19.904484
7000 27.128707
8000 31.830372
9000 31.908024
10000 38.632838
11000 38.981106
12000 31.392715
13000 28.508447
14000 26.383574
15000 21.487456
16000 18.036171
17000 18.621957
18000 20.607457
19000 22.439628
20000 20.075951
21000 16.666539
22000 17.426222
23000 17.750417
24000 18.646399
25000 16.535253
26000 22.296515
27000 24.112270
28000 25.909340
29000 19.256537
30000 22.321755
31000 21.773876
32000 21.646175
33000 20.635478
34000 22.299714
35000 24.293430
36000 25.033846
37000 26.207268
38000 26.918299
39000 26.581851
40000 27.569329
41000 23.830169
42000 25.375480
43000 23.885555
44000 23.483405
45000 24.494749
46000 22.766486
47000 27.173637
48000 24.716978
49000 28.366196
50000 24.585250
51000 27.496174
52000 27.569878
53000 26.781038
54000 27.409922
55000 28.048874
56000 27.701886
57000 26.732748
58000 27.456212
59000 27.242839
60000 27.638461
