1000 -20.435939
2000 -16.732849
3000 4.334413
4000 2.896563
5000 2.841209
6000 3.420979
7000 2.853888
8000 2.298603
9000 1.435488
10000 0.979654
11000 0.985139
12000 0.630917
13000 0.396579
14000 1.567058
15000 1.615500
16000 1.734742
17000 1.841977
18000 1.526805
19000 1.266718
20000 1.757609
21000 1.886385
22000 1.881816
23000 1.836434
24000 1.536797
25000 1.771213
26000 1.554814
27000 1.833510
28000 1.684855
29000 1.474958
30000 1.817949
31000 1.932000
32000 2.454411
33000 2.833116
34000 2.203751
35000 2.777799
36000 2.918382
37000 2.318087
38000 2.559158
39000 2.713104
40000 2.891201
41000 2.976324
42000 2.904082
43000 2.752477
44000 3.005769
45000 3.196660
46000 3.008833
47000 2.796739
48000 3.179306
49000 3.691933
50000 3.357103
51000 3.602475
52000 3.710430
53000 3.439839
54000 4.349414
55000 3.538802
56000 4.121235
57000 3.975827
58000 4.157274
59000 4.831236
60000 4.744507
