1000 -34.664496569775785 
2000 -17.38229726081063 
3000 -6.132216065387103 
4000 -5.85143685885342 
5000 -5.985873044586511 
6000 -6.146469556447186 
7000 -5.883859155190936 
8000 -6.417352128199324 
9000 -6.408626229133508 
10000 -6.165149799034795 
11000 -6.391243324403677 
12000 -6.85338523441333 
13000 -6.37315468991495 
14000 -6.89126197538541 
15000 -6.421230803695884 
16000 -6.469441337971574 
17000 -6.843689310741919 
18000 -6.693273478371364 
19000 -6.4620198735558745 
20000 -6.628439790314942 
21000 -6.5677756240614675 
22000 -6.982752366087711 
23000 -6.84780516644545 
24000 -7.122042272124432 
25000 -6.742207329222557 
26000 -7.445223484099708 
27000 -7.909003458173879 
28000 -7.938095269851815 
29000 -7.944906575933181 
30000 -6.797964369911164 
31000 -5.914042369816776 
32000 -6.647802627883835 
33000 -6.288516766289304 
34000 -6.756305231714102 
35000 -6.744506833052373 
36000 -6.556964280154354 
37000 -6.792473601544812 
38000 -6.288414135806928 
39000 -7.078929769604399 
40000 -6.769897477688464 
41000 -6.7175193167834255 
42000 -6.907127409342802 
43000 -7.673564616404703 
44000 -7.804063091935042 
45000 -7.648096479688473 
46000 -7.544212430921032 
47000 -7.43106388162343 
48000 -7.583854823765127 
49000 -7.404693618641551 
50000 -7.5494638353751355 
51000 -7.372022100795741 
52000 -7.063875234571349 
53000 -7.341488952995811 
54000 -7.398811535011115 
55000 -6.980501279799198 
56000 -7.287883746691563 
57000 -7.302442332766692 
58000 -7.070679439280383 
59000 -7.054258663252992 
60000 -7.186915867466079 
