1000 -36.52283542848695 -36.04367932027285 
2000 -122.4776838942393 -125.85622266641093 
3000 -119.29746938238907 -129.13385679867054 
4000 -96.11866131881706 -106.39020839125985 
5000 -104.6375058983193 -102.57479993644199 
6000 -91.94387457440766 -107.15251609539176 
7000 -100.06140600779462 -113.93881214330497 
8000 -98.07949078336794 -128.90368027781108 
9000 -105.85059841366254 -100.55763996819573 
10000 -103.64347555397767 -110.87910392765858 
11000 -97.10379115642817 -104.59131631769444 
12000 -96.11951676640855 -105.84776507006343 
13000 -158.90955133101625 -134.49436864528946 
14000 -88.37674347688981 -147.68513741380121 
15000 -95.60225121024729 -157.3271747031472 
16000 -92.98691114004961 -141.57335846172435 
17000 -78.79634840384986 -126.53053190798383 
18000 -114.83385425638791 -103.86297930687076 
19000 -130.05127183166468 -110.65732142422574 
20000 -157.72121851964727 -84.1318805084308 
21000 -147.69032273821847 -93.79964516133832 
22000 -128.96094173157647 -118.21770790746089 
23000 -125.89981126823047 -129.91489608938767 
24000 -138.27477525346447 -159.13707696622168 
25000 -123.96334189589129 -137.44515822458925 
26000 -115.19419397129808 -130.21086595008975 
27000 -123.77352202677353 -141.6308975446587 
28000 -152.32525198966474 -152.46070013147036 
29000 -163.99837317955496 -111.91772230794182 
30000 -110.18103592616407 -140.7451429736714 
31000 -130.94369915853855 -149.54144123807646 
32000 -144.8190865106508 -152.28600270107768 
33000 -126.08815006852518 -152.39967857574322 
34000 -139.585726685585 -168.13615896533372 
35000 -137.8663774932794 -153.97863539295452 
36000 -170.82380876725557 -147.8472078810632 
37000 -175.88584244120082 -153.56353135640748 
38000 -162.04579263936438 -162.98059816889463 
39000 -143.60838237946754 -157.9822869803401 
40000 -169.84459352779493 -118.09393657250531 
41000 -169.6986261108006 -120.98831339980741 
42000 -152.74512329381275 -178.6769864422124 
43000 -143.81496383038566 -123.50747907861121 
44000 -112.1311145997509 -86.31106653480211 
45000 -99.87024309759302 -151.18877961089783 
46000 -152.14759595120722 -121.37708773180388 
47000 -165.85421569371212 -154.39357798836718 
48000 -166.82209105838302 -131.98913191475054 
49000 -143.88092959238682 -161.59769876857754 
50000 -178.28346844947805 -175.9278563832221 
51000 -176.59780540681118 -142.74497601106722 
52000 -163.93042800594435 -141.33145643739243 
53000 -108.71901684422646 -134.98093945858977 
54000 -170.29628862621578 -137.89192093152545 
55000 -173.39513895782423 -166.95811099472633 
56000 -177.92365274016595 -162.33518717807243 
57000 -182.64798904820523 -158.6388832881783 
58000 -145.20511588224647 -129.2790550264664 
59000 -174.861050257823 -152.65829002626182 
60000 -118.20663364261318 -161.08730916999258 
