1000 -18.573940
2000 -10.942632
3000 12.725054
4000 15.682069
5000 19.586722
6000 20.544545
7000 20.530811
8000 23.875575
9000 25.041916
10000 28.049946
11000 25.823379
12000 20.857778
13000 22.383645
14000 23.141153
15000 19.815905
16000 21.461081
17000 17.965445
18000 16.853183
19000 21.148325
20000 21.228684
21000 25.832274
22000 25.255688
23000 25.734788
24000 27.295617
25000 30.266688
26000 28.675900
27000 32.460517
28000 34.470725
29000 37.097341
30000 38.520436
31000 37.052613
32000 34.369847
33000 30.529595
34000 28.901089
35000 30.735121
36000 31.237514
37000 25.837829
38000 26.622043
39000 27.672112
40000 27.441476
41000 25.793808
42000 23.439637
43000 24.248739
44000 24.007115
45000 22.861703
46000 23.638269
47000 26.875801
48000 27.395131
49000 27.590533
50000 31.513663
51000 31.508947
52000 29.469679
53000 27.379967
54000 22.367024
55000 20.115590
56000 20.535385
57000 26.521146
58000 23.360706
59000 24.840273
60000 25.842546
