1000 -26.503932
2000 -22.714101
3000 -11.238812
4000 -9.007043
5000 -9.668906
6000 -9.081521
7000 -8.929669
8000 -8.910880
9000 -8.981466
10000 -8.710298
11000 -9.118397
12000 -8.899455
13000 -8.978854
14000 -8.929297
15000 -8.765693
16000 -8.824292
17000 -8.804403
18000 -8.792097
19000 -8.710130
20000 -9.015924
21000 -8.655683
22000 -8.829743
23000 -8.912816
24000 -8.602003
25000 -8.869801
26000 -8.441527
27000 -9.088309
28000 -8.706882
29000 -8.972156
30000 -9.049637
31000 -8.834660
32000 -8.797359
33000 -8.922247
34000 -8.846944
35000 -9.168649
36000 -9.008727
37000 -8.665880
38000 -8.713549
39000 -8.936992
40000 -8.986213
41000 -9.078439
42000 -9.002667
43000 -9.323300
44000 -9.218291
45000 -9.090173
46000 -8.983903
47000 -9.034239
48000 -9.005164
49000 -8.931593
50000 -9.044018
51000 -9.323455
52000 -9.266121
53000 -9.155374
54000 -9.247595
55000 -8.945124
56000 -9.077955
57000 -9.296278
58000 -8.891778
59000 -8.991898
60000 -8.864518
